ENSG00000224631.4	RPS27AP16	160
ENSG00000224632.1	Z73361.1	0
ENSG00000224634.1	ZNF736P6Y	0
ENSG00000224635.1	AL391095.1	14
ENSG00000224637.1	PDSS1P2	0
ENSG00000224638.1	AC106900.1	0
ENSG00000224640.1	SRSF1P1	0
ENSG00000224643.5	AC064871.1	0
ENSG00000224644.1	AL135787.1	0
ENSG00000224645.1	AL391069.1	0
ENSG00000224646.2	AC007387.1	7
ENSG00000224647.2	AC026954.1	0
ENSG00000224648.1	LINC01627	0
ENSG00000224649.1	AF124730.1	0
ENSG00000224650.2	IGHV3-74	0
ENSG00000224652.1	LINC00885	0
ENSG00000224653.1	AC023141.3	0
ENSG00000224655.5	LINC01823	0
ENSG00000224656.1	AL009172.1	0
ENSG00000224657.9	RBMY2BP	0
ENSG00000224658.1	AL513164.1	0
ENSG00000224659.2	GAGE12J	0
ENSG00000224660.1	SH3BP5-AS1	301
ENSG00000224661.1	AC010907.1	0
ENSG00000224662.2	ATP6V1G1P3	0
ENSG00000224664.2	RPL36AP53	0
ENSG00000224666.3	Z84484.1	0
ENSG00000224667.1	AC013470.1	0
ENSG00000224668.1	IPO8P1	1
ENSG00000224669.1	AC016769.2	0
ENSG00000224670.1	AC068135.1	0
ENSG00000224671.2	AC105940.1	0
ENSG00000224672.4	RPL17P10	0
ENSG00000224674.1	EIF3EP2	0
ENSG00000224675.1	AC009227.1	0
ENSG00000224677.1	PDIA3P2	0
ENSG00000224678.3	GAPDHP46	0
ENSG00000224679.1	MED15P4	0
ENSG00000224680.4	PLA2G12AP1	0
ENSG00000224681.1	BX664727.1	0
ENSG00000224682.1	SOCS5P2	0
ENSG00000224683.1	RPL36AP29	0
ENSG00000224685.1	AC099670.2	0
ENSG00000224686.1	ELOCP23	0
ENSG00000224687.1	RASAL2-AS1	9
ENSG00000224688.1	E2F6P2	0
ENSG00000224689.9	ZNF812P	1
ENSG00000224690.2	UBE2D3P3	0
ENSG00000224691.1	AL133553.1	0
ENSG00000224692.1	Z68694.1	0
ENSG00000224695.1	MTND6P7	0
ENSG00000224697.1	NEFMP1	0
ENSG00000224698.1	AL390038.1	0
ENSG00000224699.8	LAMTOR5-AS1	23
ENSG00000224700.2	AP000844.1	0
ENSG00000224701.1	MED28P4	0
ENSG00000224702.1	AL390730.1	0
ENSG00000224706.1	RPS17P13	0
ENSG00000224707.1	E2F3-IT1	0
ENSG00000224709.2	OR11M1P	0
ENSG00000224711.1	LINC01706	0
ENSG00000224712.12	NPIPA3	1
ENSG00000224713.4	AC025165.1	4
ENSG00000224714.2	AC024600.1	0
ENSG00000224715.1	Z82186.1	0
ENSG00000224717.1	AC098936.1	0
ENSG00000224718.1	LINC01657	0
ENSG00000224719.1	AC009237.2	0
ENSG00000224721.1	AC007182.1	0
ENSG00000224722.3	AC020688.1	2
ENSG00000224723.1	GUSBP10	0
ENSG00000224725.3	CEP57L1P1	0
ENSG00000224727.1	FCF1P7	0
ENSG00000224728.1	IMPDH1P8	15
ENSG00000224729.5	PCOLCE-AS1	1
ENSG00000224730.1	LILRB1-AS1	0
ENSG00000224731.1	AC016716.2	0
ENSG00000224732.1	MAGEA7P	0
ENSG00000224733.1	AL034349.1	0
ENSG00000224735.1	BX323845.1	0
ENSG00000224738.1	AC099850.1	1
ENSG00000224739.2	AC016735.1	0
ENSG00000224743.6	TEX26-AS1	0
ENSG00000224745.1	AC063965.1	0
ENSG00000224746.1	AC015987.1	1
ENSG00000224747.1	MTCYBP21	0
ENSG00000224750.6	AL391704.1	1
ENSG00000224751.2	SHMT1P1	0
ENSG00000224752.1	VN1R21P	0
ENSG00000224755.1	HMGN1P34	0
ENSG00000224758.1	LINC01167	0
ENSG00000224760.4	C1DP3	0
ENSG00000224761.4	AL117339.1	0
ENSG00000224762.1	CR769776.1	0
ENSG00000224763.1	FDPSP8	0
ENSG00000224764.1	AL353768.1	0
ENSG00000224765.1	AL035443.1	0
ENSG00000224769.1	MUC20P1	258
ENSG00000224771.1	ATP2B2-IT2	0
ENSG00000224773.2	HSPA8P7	1
ENSG00000224775.2	BRAFP1	0
ENSG00000224776.3	RPSAP50	0
ENSG00000224777.3	OR4F2P	0
ENSG00000224778.1	CENPIP1	0
ENSG00000224781.1	EIF4A2P4	0
ENSG00000224783.1	MIPEPP2	0
ENSG00000224784.2	S100A15A	0
ENSG00000224785.1	AC006026.1	0
ENSG00000224786.2	CETN4P	6
ENSG00000224788.1	AL138775.1	0
ENSG00000224789.1	AC012363.1	0
ENSG00000224790.2	AP000704.1	5
ENSG00000224791.1	KRT18P39	0
ENSG00000224792.6	IQCF4	0
ENSG00000224794.2	AL022326.1	0
ENSG00000224795.1	NTM-AS1	0
ENSG00000224796.1	RPL32P1	1
ENSG00000224797.1	AL359092.1	0
ENSG00000224799.1	AL139397.1	0
ENSG00000224800.1	RPS27AP6	0
ENSG00000224802.2	TUBB4BP2	0
ENSG00000224805.2	LINC00853	2
ENSG00000224806.2	ARL5AP4	0
ENSG00000224807.5	DUX4L9	0
ENSG00000224808.1	SRGAP3-AS1	1
ENSG00000224809.2	BEND3P2	0
ENSG00000224810.1	AL355482.1	4
ENSG00000224812.2	TMEM72-AS1	0
ENSG00000224814.1	AC114812.2	0
ENSG00000224815.3	AL691447.1	0
ENSG00000224816.1	NAP1L4P2	0
ENSG00000224817.1	AC010789.1	0
ENSG00000224818.1	AC096677.2	0
ENSG00000224819.1	AC093843.1	0
ENSG00000224820.2	BTF3P4	0
ENSG00000224821.5	COL4A2-AS2	0
ENSG00000224822.1	THRB-IT1	1
ENSG00000224825.2	RORB-AS1	0
ENSG00000224826.1	AC019109.1	0
ENSG00000224827.1	LINC00265-2P	0
ENSG00000224829.3	TOMM20P1	0
ENSG00000224830.2	OR2X1P	0
ENSG00000224831.3	TMEM183B	4
ENSG00000224832.2	LINC01689	0
ENSG00000224834.1	BTF3P9	0
ENSG00000224836.1	AL356498.1	0
ENSG00000224837.1	GCSHP5	5
ENSG00000224839.1	RPL12P17	5
ENSG00000224842.2	AL161908.1	0
ENSG00000224843.6	LINC00240	17
ENSG00000224844.1	AC107079.1	0
ENSG00000224846.2	AL133351.1	1
ENSG00000224848.1	AL589843.1	2
ENSG00000224851.2	LINC00502	0
ENSG00000224852.1	MTND5P24	0
ENSG00000224853.2	LINC00393	0
ENSG00000224854.3	CDKN2A-DT	1
ENSG00000224855.5	OPA1-AS1	0
ENSG00000224856.2	AL035398.1	0
ENSG00000224857.1	LINC01691	0
ENSG00000224858.5	RPL29P11	22
ENSG00000224860.1	GXYLT1P2	0
ENSG00000224861.1	YBX1P1	133
ENSG00000224863.2	LINC01398	0
ENSG00000224864.4	AC011447.1	0
ENSG00000224865.7	AC009518.1	0
ENSG00000224866.1	USP9YP25	0
ENSG00000224869.1	AC062016.1	0
ENSG00000224870.6	AL391244.1	289
ENSG00000224873.1	CDY13P	0
ENSG00000224875.2	AC083949.1	0
ENSG00000224876.1	AL121901.1	0
ENSG00000224877.3	NDUFAF8	190
ENSG00000224879.1	AC011754.1	0
ENSG00000224880.1	MTCYBP29	0
ENSG00000224881.1	AC068279.1	0
ENSG00000224883.1	Z99716.1	0
ENSG00000224884.1	AC034187.1	0
ENSG00000224885.1	EIPR1-IT1	2
ENSG00000224886.2	AL132656.1	1
ENSG00000224887.1	AL513318.1	0
ENSG00000224888.4	AC138028.2	15
ENSG00000224891.1	AC007899.1	0
ENSG00000224892.6	RPS4XP16	7
ENSG00000224893.5	AL160162.1	0
ENSG00000224895.1	VPS26BP1	0
ENSG00000224896.2	SIGLEC30P	0
ENSG00000224897.6	POT1-AS1	55
ENSG00000224899.1	AC019155.3	4
ENSG00000224901.1	AL365258.1	0
ENSG00000224902.5	GAGE12H	0
ENSG00000224903.1	AC005534.1	2
ENSG00000224904.1	AL021155.1	0
ENSG00000224905.6	AP001347.1	4
ENSG00000224906.3	SRP14P1	0
ENSG00000224907.1	RPL21P91	0
ENSG00000224908.1	TIMM8BP2	0
ENSG00000224910.1	LINC01766	0
ENSG00000224914.3	LINC00863	35
ENSG00000224916.9	APOC4-APOC2	0
ENSG00000224917.1	AC016694.1	0
ENSG00000224918.1	AC066595.1	0
ENSG00000224919.1	AL591684.1	0
ENSG00000224920.1	TACC1P1	0
ENSG00000224922.1	AL050303.1	0
ENSG00000224924.6	LINC00320	0
ENSG00000224927.2	NDUFA5P10	0
ENSG00000224928.2	KRT8P30	0
ENSG00000224931.3	AC152010.1	0
ENSG00000224932.1	LINC02262	0
ENSG00000224933.2	LINC01034	0
ENSG00000224934.4	AL391684.1	75
ENSG00000224935.1	AL589678.1	0
ENSG00000224936.1	SUCLA2P1	1
ENSG00000224939.1	LINC00184	2
ENSG00000224940.8	PRRT4	0
ENSG00000224942.1	AL137014.1	0
ENSG00000224943.1	AL663023.1	0
ENSG00000224944.1	CASC6	0
ENSG00000224945.1	AL353150.1	3
ENSG00000224946.1	AC007312.1	0
ENSG00000224947.1	VN1R25P	0
ENSG00000224948.1	ATP5MC1P8	0
ENSG00000224949.2	AL589872.1	0
ENSG00000224950.2	AL390066.1	34
ENSG00000224953.1	SRIP3	0
ENSG00000224955.1	KCTD10P1	0
ENSG00000224957.5	LINC01266	0
ENSG00000224958.5	PGM5-AS1	0
ENSG00000224959.1	AC017002.1	1
ENSG00000224960.4	PPP4R3C	0
ENSG00000224961.1	LINC01752	1
ENSG00000224962.4	PSAT1P4	0
ENSG00000224963.3	U82695.1	0
ENSG00000224964.1	TRAPPC2P3	0
ENSG00000224965.1	LINC02586	0
ENSG00000224966.4	TBC1D3P6	0
ENSG00000224967.1	AC009303.1	0
ENSG00000224968.1	LINC01645	0
ENSG00000224969.1	AL645608.1	0
ENSG00000224970.2	AC245427.1	0
ENSG00000224971.1	SUMO2P3	0
ENSG00000224972.1	AL513412.1	0
ENSG00000224973.5	LARGE-AS1	0
ENSG00000224975.1	INE1	109
ENSG00000224976.2	PARP4P2	2
ENSG00000224977.1	AL121983.1	0
ENSG00000224978.1	BX682237.1	0
ENSG00000224980.1	RPL23AP85	0
ENSG00000224981.1	AC000367.1	0
ENSG00000224982.3	TMEM233	0
ENSG00000224984.1	AL512363.1	0
ENSG00000224985.1	AL590714.1	7
ENSG00000224986.2	PPP1R8P1	1
ENSG00000224987.1	AL024507.1	0
ENSG00000224988.1	AL158207.1	0
ENSG00000224989.2	FAM41AY1	0
ENSG00000224992.2	AL445645.1	4
ENSG00000224993.3	RPL29P12	0
ENSG00000224995.1	LINC01526	1
ENSG00000224999.1	VTA1P1	0
ENSG00000225000.1	AC010082.1	0
ENSG00000225002.2	AL732323.1	0
ENSG00000225003.1	OR51A5P	0
ENSG00000225005.1	AC211485.1	0
ENSG00000225006.1	AL929288.1	0
ENSG00000225007.1	AC000067.1	0
ENSG00000225008.1	AC234781.2	1
ENSG00000225011.4	AL671862.1	0
ENSG00000225012.5	AL121872.1	0
ENSG00000225014.1	KCTD9P1	0
ENSG00000225016.1	LINC00328-2P	0
ENSG00000225017.1	AP004289.1	0
ENSG00000225018.1	AC092647.1	0
ENSG00000225022.1	UBE2D3P1	0
ENSG00000225024.1	AC015977.1	0
ENSG00000225025.2	KIF4CP	0
ENSG00000225026.1	AC091492.1	0
ENSG00000225027.2	IFNWP4	0
ENSG00000225028.1	AC096541.1	0
ENSG00000225030.1	AL355483.1	0
ENSG00000225031.1	EIF4BP7	10
ENSG00000225032.5	AL162586.1	82
ENSG00000225036.1	CDK4P1	0
ENSG00000225037.1	EIF1AX-AS1	0
ENSG00000225039.1	LINC01058	0
ENSG00000225043.1	RPL18AP2	2
ENSG00000225044.1	AC018814.1	0
ENSG00000225045.1	MTND5P27	0
ENSG00000225046.2	AL035423.1	0
ENSG00000225050.1	AL355592.1	0
ENSG00000225051.5	HMGB3P22	2
ENSG00000225053.1	PRPF38AP1	0
ENSG00000225055.1	AL606490.1	0
ENSG00000225056.1	AL121894.1	0
ENSG00000225057.2	AC012485.1	0
ENSG00000225058.1	AC092941.1	0
ENSG00000225062.1	CATIP-AS1	1
ENSG00000225063.1	AC093422.2	0
ENSG00000225064.1	LINC01802	0
ENSG00000225066.1	Z93929.1	0
ENSG00000225067.4	RPL23AP2	1
ENSG00000225069.3	AL080312.1	0
ENSG00000225071.1	AC004552.1	2
ENSG00000225072.1	OR7E116P	0
ENSG00000225075.1	AL603832.1	1
ENSG00000225076.1	WWC3-AS1	0
ENSG00000225077.3	LINC00337	4
ENSG00000225078.2	AL365338.1	0
ENSG00000225079.2	FTH1P22	0
ENSG00000225080.1	PFN1P4	1
ENSG00000225082.2	DAP3P1	0
ENSG00000225083.1	GRTP1-AS1	2
ENSG00000225084.1	AL450226.1	0
ENSG00000225085.1	AL162726.1	0
ENSG00000225087.1	AL583808.1	2
ENSG00000225091.3	SNORA71A	0
ENSG00000225092.2	AL355336.1	1
ENSG00000225093.1	RPL3P7	5
ENSG00000225094.3	SETP20	2
ENSG00000225096.2	AL445250.1	5
ENSG00000225098.1	BCRP1	0
ENSG00000225099.1	ATP6V1E1P1	0
ENSG00000225100.2	DPY19L2P5	0
ENSG00000225101.6	OR52K3P	0
ENSG00000225102.1	AL157373.1	0
ENSG00000225105.2	LINC01076	0
ENSG00000225106.1	AL162457.2	0
ENSG00000225107.1	AC092484.1	0
ENSG00000225108.1	ZBTB45P1	6
ENSG00000225110.2	PNMA6F	0
ENSG00000225111.1	AC083900.1	0
ENSG00000225112.1	AL157392.1	0
ENSG00000225113.1	AL355310.1	0
ENSG00000225116.1	AL353193.1	0
ENSG00000225117.1	ARSDP1	0
ENSG00000225118.1	AL392103.1	0
ENSG00000225121.2	EEF1B2P5	0
ENSG00000225122.1	AL603841.1	0
ENSG00000225123.2	AL139008.1	0
ENSG00000225124.1	RPL23AP36	0
ENSG00000225125.2	RANP4	13
ENSG00000225126.1	AL365194.1	0
ENSG00000225127.2	LINC00237	8
ENSG00000225128.1	LINC00972	0
ENSG00000225129.1	AL035250.1	0
ENSG00000225131.2	PSME2P2	9
ENSG00000225133.1	MORF4L1P4	0
ENSG00000225136.1	PGBD4P5	0
ENSG00000225137.1	DYNC1I2P1	6
ENSG00000225138.7	SLC9A3-AS1	299
ENSG00000225140.1	AL358216.1	0
ENSG00000225142.2	AC114495.1	0
ENSG00000225144.2	AC018643.1	0
ENSG00000225146.1	AC073957.1	0
ENSG00000225147.1	RPS12P10	0
ENSG00000225148.1	AL050338.1	0
ENSG00000225151.10	GOLGA2P7	71
ENSG00000225152.1	AL160290.1	0
ENSG00000225154.2	AL450996.1	0
ENSG00000225155.4	TOMM22P5	0
ENSG00000225156.2	AC012354.1	1
ENSG00000225158.2	HSPE1P24	0
ENSG00000225159.1	NPM1P39	6
ENSG00000225163.4	LINC00618	2
ENSG00000225165.3	AC090071.1	0
ENSG00000225166.1	AC012462.1	0
ENSG00000225167.1	TXNP2	0
ENSG00000225169.1	BRI3P1	1
ENSG00000225170.2	AL049737.1	0
ENSG00000225171.2	DUTP6	0
ENSG00000225172.5	AC096631.1	0
ENSG00000225173.1	AL662890.1	1
ENSG00000225174.1	OSTM1-AS1	0
ENSG00000225175.1	AC109780.1	0
ENSG00000225176.2	ATP5MGP4	0
ENSG00000225177.5	FLJ46906	10
ENSG00000225178.5	RPSAP58	430
ENSG00000225179.1	LINC00457	0
ENSG00000225180.7	PVALEF	0
ENSG00000225181.1	AL121584.1	0
ENSG00000225182.1	AC092601.1	0
ENSG00000225183.1	AL353898.1	0
ENSG00000225185.3	PPIAP8	0
ENSG00000225187.1	AC073283.1	1
ENSG00000225189.1	REREP1Y	0
ENSG00000225190.10	PLEKHM1	404
ENSG00000225191.1	AL136455.1	0
ENSG00000225192.1	ZNF33BP1	2
ENSG00000225193.5	RPS12P26	1
ENSG00000225194.3	LINC00092	1
ENSG00000225195.2	AC078962.1	0
ENSG00000225196.2	RPL10P17	0
ENSG00000225198.1	SSXP3	0
ENSG00000225200.2	AC246787.1	17
ENSG00000225203.2	AL139230.1	0
ENSG00000225205.5	AC078883.1	11
ENSG00000225206.9	MIR137HG	0
ENSG00000225208.1	AL133387.1	0
ENSG00000225209.1	AC092637.1	0
ENSG00000225210.10	DUXAP9	114
ENSG00000225212.4	AKR1B1P6	0
ENSG00000225213.2	AC073367.1	0
ENSG00000225214.1	AC079790.1	0
ENSG00000225215.1	SMARCE1P1	0
ENSG00000225216.6	AC007362.1	1
ENSG00000225217.1	HSPA7	1206
ENSG00000225218.1	AP001628.1	0
ENSG00000225221.1	PLA2G12AP2	0
ENSG00000225222.2	CHCHD4P5	0
ENSG00000225224.1	RPS27AP12	1
ENSG00000225225.1	ARL2BPP10	0
ENSG00000225226.1	LINC01795	0
ENSG00000225230.1	AC008937.1	0
ENSG00000225231.1	LINC02470	0
ENSG00000225233.1	AL592402.1	0
ENSG00000225234.1	TRAPPC12-AS1	1
ENSG00000225235.1	INTS6L-AS1	0
ENSG00000225236.1	AP000936.2	0
ENSG00000225238.1	Z93015.1	0
ENSG00000225239.1	RPL21P107	0
ENSG00000225240.1	AC117490.1	0
ENSG00000225242.2	COX6B1P7	0
ENSG00000225243.5	AL021026.1	0
ENSG00000225244.3	AC069152.1	0
ENSG00000225246.1	RPS2P1	1
ENSG00000225249.5	LINC00378	0
ENSG00000225251.1	RPL5P25	0
ENSG00000225253.1	AC011225.1	0
ENSG00000225254.2	ARMC8P1	0
ENSG00000225255.6	LINC01297	1
ENSG00000225256.1	TRAPPC2P5	0
ENSG00000225258.1	AC009478.1	0
ENSG00000225259.4	ST13P6	1
ENSG00000225263.1	PCDH9-AS3	0
ENSG00000225264.3	ZNRF2P2	2
ENSG00000225265.1	TAF1A-AS1	20
ENSG00000225267.1	RPL8P2	0
ENSG00000225269.2	LINC00705	0
ENSG00000225270.1	CICP12	0
ENSG00000225271.1	AC074281.1	0
ENSG00000225272.2	AL451074.3	0
ENSG00000225275.4	NUP210P2	0
ENSG00000225276.1	MTND1P18	0
ENSG00000225279.1	AL121987.1	0
ENSG00000225280.6	AL158013.1	0
ENSG00000225282.1	AP000350.2	0
ENSG00000225284.1	AC018693.1	0
ENSG00000225285.1	LINC01770	15
ENSG00000225286.1	AC005105.1	0
ENSG00000225287.1	OFD1P13Y	0
ENSG00000225289.1	RPL29P29	0
ENSG00000225292.2	AL158212.1	0
ENSG00000225293.1	ABCD1P4	0
ENSG00000225294.1	OSTCP2	0
ENSG00000225295.1	MTND4P4	0
ENSG00000225297.1	AC126124.1	0
ENSG00000225298.5	LINC00113	3
ENSG00000225299.1	AL139240.1	0
ENSG00000225300.1	AL591623.1	0
ENSG00000225303.2	AL117341.1	0
ENSG00000225304.1	AC106901.1	0
ENSG00000225308.2	ASS1P11	1
ENSG00000225310.1	DNAJC19P4	0
ENSG00000225311.1	AL024474.2	0
ENSG00000225313.5	AL513327.1	15
ENSG00000225314.1	AC018634.1	0
ENSG00000225315.2	AL591178.1	0
ENSG00000225316.2	LINC00350	0
ENSG00000225321.2	LINC01427	0
ENSG00000225323.1	Z84721.1	0
ENSG00000225325.1	AL583804.1	0
ENSG00000225326.1	USP9YP19	0
ENSG00000225327.3	USP17L3	0
ENSG00000225328.1	LINC01594	0
ENSG00000225329.3	LHFPL3-AS2	2
ENSG00000225330.1	AF064860.1	0
ENSG00000225331.1	LINC01678	4
ENSG00000225333.6	AL035404.1	0
ENSG00000225334.1	AL391811.1	0
ENSG00000225335.3	AC016027.1	38
ENSG00000225336.2	HMGB3P1	0
ENSG00000225337.1	AL353608.1	0
ENSG00000225338.1	RPL23AP18	1
ENSG00000225339.3	AL354740.1	175
ENSG00000225341.1	AC013269.1	0
ENSG00000225342.2	AC079630.1	0
ENSG00000225343.1	RPL21P66	0
ENSG00000225344.1	AL035252.1	0
ENSG00000225345.3	SNX18P3	19
ENSG00000225347.1	SLC25A5P8	0
ENSG00000225349.2	AC022080.2	0
ENSG00000225350.1	FREM2-AS1	0
ENSG00000225352.1	RPL31P53	0
ENSG00000225354.1	RPL7AP52	0
ENSG00000225355.1	ARL6IP1P2	0
ENSG00000225356.3	AC093840.1	0
ENSG00000225357.3	RPF2P1	2
ENSG00000225358.1	MIPEPP1	0
ENSG00000225359.1	AL358393.1	0
ENSG00000225360.1	AL772155.2	0
ENSG00000225361.3	PPP1R26-AS1	19
ENSG00000225362.9	CT62	0
ENSG00000225364.1	ATP6V0E1P1	0
ENSG00000225365.1	AC078942.1	0
ENSG00000225366.4	TDGF1P3	0
ENSG00000225369.1	AC009506.2	0
ENSG00000225370.1	AC243962.1	0
ENSG00000225371.1	CICP8	0
ENSG00000225376.5	TMEM246-AS1	0
ENSG00000225377.5	NRSN2-AS1	56
ENSG00000225378.1	AC015977.2	0
ENSG00000225380.4	IGKV1OR9-2	0
ENSG00000225381.2	RPS5P7	0
ENSG00000225383.7	SFTA1P	7
ENSG00000225384.1	AL606662.1	0
ENSG00000225385.3	AL353572.1	0
ENSG00000225386.1	AC099754.1	0
ENSG00000225387.1	AL591896.1	0
ENSG00000225391.5	NHEG1	0
ENSG00000225392.1	AC016700.1	0
ENSG00000225393.1	BX571846.1	0
ENSG00000225394.1	AC106883.1	0
ENSG00000225396.5	FAM236D	0
ENSG00000225397.1	AC244505.3	0
ENSG00000225398.3	PGM5P4	0
ENSG00000225399.4	AC121247.1	0
ENSG00000225400.1	RAB28P5	0
ENSG00000225401.2	TGIF2P1	3
ENSG00000225402.1	AC010878.1	0
ENSG00000225404.2	RPL26P34	0
ENSG00000225405.3	RPS15AP17	0
ENSG00000225406.1	AC080125.1	2
ENSG00000225407.3	AC025188.1	0
ENSG00000225408.1	AL136980.1	1
ENSG00000225411.3	CR786580.1	1
ENSG00000225413.2	LINC02557	0
ENSG00000225415.2	CCRL1P1	0
ENSG00000225416.1	AC104843.1	4
ENSG00000225417.1	AL049648.1	0
ENSG00000225418.1	AKR1C5P	0
ENSG00000225419.1	RPL21P3	0
ENSG00000225420.1	AC104134.1	15
ENSG00000225421.2	AC019330.1	0
ENSG00000225422.4	RBMS1P1	6
ENSG00000225423.1	TNPO1P1	0
ENSG00000225424.1	AL391869.1	0
ENSG00000225427.1	LINC00331	0
ENSG00000225428.1	NDUFB4P7	0
ENSG00000225431.1	LINC01671	6
ENSG00000225433.3	MTND1P12	0
ENSG00000225434.2	LINC01504	0
ENSG00000225437.5	PACRG-AS2	0
ENSG00000225438.1	KRT41P	0
ENSG00000225439.2	BOLA3-AS1	35
ENSG00000225442.2	MPRIP-AS1	0
ENSG00000225443.1	AC004938.1	0
ENSG00000225444.1	LINC01867	0
ENSG00000225446.2	LINC01763	5
ENSG00000225447.1	RPS15AP10	2
ENSG00000225448.1	AC009477.1	0
ENSG00000225449.3	RAB6C-AS1	6
ENSG00000225450.1	AL021707.1	0
ENSG00000225451.1	AC092634.2	0
ENSG00000225455.3	TPI1P4	0
ENSG00000225457.1	AC073346.1	0
ENSG00000225458.1	AL049812.2	0
ENSG00000225460.1	AL590233.1	0
ENSG00000225462.1	FDPSP1	3
ENSG00000225463.1	ZNF70P1	0
ENSG00000225465.8	RFPL1S	1
ENSG00000225466.1	OFD1P10Y	0
ENSG00000225469.3	AL023773.1	0
ENSG00000225470.7	JPX	214
ENSG00000225471.5	BX119917.1	0
ENSG00000225472.1	AL136366.1	0
ENSG00000225473.1	ATP13A4-AS1	0
ENSG00000225475.1	AC099789.1	0
ENSG00000225476.1	MTCO3P5	0
ENSG00000225477.3	AC099730.1	0
ENSG00000225478.2	AL031737.1	0
ENSG00000225479.1	PLCB1-IT1	0
ENSG00000225480.1	AC006548.1	0
ENSG00000225482.1	RPS6P14	0
ENSG00000225483.1	RPL22P4	0
ENSG00000225484.6	NUTM2B-AS1	48
ENSG00000225486.1	AL663058.1	0
ENSG00000225487.2	AL390119.1	0
ENSG00000225488.1	AC092447.4	0
ENSG00000225489.6	AL354707.1	35
ENSG00000225491.1	UBE2Q2P4Y	0
ENSG00000225492.6	GBP1P1	4
ENSG00000225493.1	LINC01107	0
ENSG00000225496.1	AC104651.1	0
ENSG00000225497.5	KCNMA1-AS2	0
ENSG00000225498.1	AC002064.1	0
ENSG00000225499.1	RPL15P4	0
ENSG00000225501.1	SNRPFP3	0
ENSG00000225502.2	GAPDHP16	0
ENSG00000225505.1	AC104332.1	0
ENSG00000225506.2	CYP4A22-AS1	0
ENSG00000225507.1	AC069282.1	0
ENSG00000225508.1	SSXP5	0
ENSG00000225509.1	AIFM1P1	0
ENSG00000225510.2	PCDH8P1	0
ENSG00000225511.7	LINC00475	1
ENSG00000225513.1	AL158824.1	0
ENSG00000225514.1	MTND1P34	0
ENSG00000225516.6	FAM197Y5	0
ENSG00000225518.2	LINC01703	0
ENSG00000225519.1	AL365434.1	0
ENSG00000225520.1	TTTY16	0
ENSG00000225521.1	AC005237.1	0
ENSG00000225522.2	AL592114.2	0
ENSG00000225523.2	IGKV6D-21	0
ENSG00000225526.4	MKRN2OS	25
ENSG00000225527.1	AL450384.1	0
ENSG00000225528.3	Z82206.1	0
ENSG00000225530.1	SP3P	0
ENSG00000225531.1	AL807761.2	0
ENSG00000225532.1	AL731684.1	0
ENSG00000225533.1	PAWRP1	1
ENSG00000225535.6	LINC01393	5
ENSG00000225536.2	STIP1P3	0
ENSG00000225537.1	AC073325.1	0
ENSG00000225538.2	OR5BE1P	0
ENSG00000225539.5	LINC01821	0
ENSG00000225542.1	ZNF385D-AS1	0
ENSG00000225544.1	AC245452.2	1
ENSG00000225545.1	AL162399.1	0
ENSG00000225546.5	LINC02476	0
ENSG00000225548.6	LINC01980	66
ENSG00000225549.3	SELENOKP3	0
ENSG00000225551.1	AL157827.1	0
ENSG00000225552.1	NAALADL2-AS1	0
ENSG00000225554.1	AL359764.1	0
ENSG00000225555.1	AP000320.1	5
ENSG00000225556.1	C2CD4D	0
ENSG00000225557.1	MTCO3P20	0
ENSG00000225558.1	UBE2D3P2	0
ENSG00000225559.1	AC083867.1	0
ENSG00000225560.6	FAM197Y8	0
ENSG00000225561.1	LINC01710	0
ENSG00000225563.1	AC006076.1	0
ENSG00000225564.6	LINC01492	0
ENSG00000225568.1	AC093155.1	0
ENSG00000225569.1	CCT4P2	0
ENSG00000225570.1	AC013733.1	0
ENSG00000225572.1	DOCK4-AS1	0
ENSG00000225573.4	RPL35P5	6
ENSG00000225574.1	DRAXINP1	0
ENSG00000225578.1	NCBP2-AS1	0
ENSG00000225579.1	EDNRB-AS1	0
ENSG00000225580.2	AL358942.1	0
ENSG00000225581.3	TRIM53AP	0
ENSG00000225582.1	AC011193.1	0
ENSG00000225583.1	AC004690.1	0
ENSG00000225585.1	IPPKP1	0
ENSG00000225588.2	AC096669.1	0
ENSG00000225591.2	BX248409.1	0
ENSG00000225594.1	AC098826.1	0
ENSG00000225595.2	LINC01623	1
ENSG00000225598.1	AL606519.1	0
ENSG00000225602.5	MTOR-AS1	0
ENSG00000225603.3	AC244394.1	1
ENSG00000225605.2	AC092813.1	0
ENSG00000225606.1	AC005281.1	0
ENSG00000225609.1	CDY20P	0
ENSG00000225610.1	AC007679.1	4
ENSG00000225611.1	LINC02158	0
ENSG00000225612.1	AC099552.2	0
ENSG00000225613.2	LINCMD1	0
ENSG00000225614.2	ZNF469	56
ENSG00000225615.1	RBMY2UP	0
ENSG00000225616.2	AL138785.1	0
ENSG00000225619.1	MYT1L-AS1	0
ENSG00000225620.1	AC104463.1	0
ENSG00000225622.1	PPIAP17	0
ENSG00000225623.1	AGBL4-IT1	0
ENSG00000225624.1	TBL1YP1	0
ENSG00000225625.4	AC090517.1	0
ENSG00000225626.2	C9orf135-DT	0
ENSG00000225630.1	MTND2P28	173
ENSG00000225632.1	AL161644.1	0
ENSG00000225636.1	HNRNPA3P15	0
ENSG00000225637.1	AP001046.1	0
ENSG00000225638.1	PABPC1P12	0
